ensemble_test_score,duration
0,0
0.0,64.14491099999998
0.0,64.14491099999998
0.13629110350682183,64.49013000000002
0.16357553466875852,74.547054
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.16357553466875852,82.14491099999998
0.1780798075668103,82.67378399999996
0.17791280149741395,294.438458
0.1778712057290167,360.536457
0.17726296396093655,362.089209
0.18324197918902185,555.859168
0.18324197918902185,555.859168
0.18530905411454957,588.18889
0.18530905411454957,600
