Week Ending,Provider State,Newcases
05/23/21,AR,17.0
05/23/21,AZ,25.0
05/23/21,CA,245.0
05/23/21,CO,28.0
05/23/21,CT,55.0
05/23/21,DC,1.0
05/23/21,DE,1.0
05/23/21,FL,103.0
05/23/21,GA,28.0
05/23/21,GU,0.0
05/23/21,HI,0.0
05/23/21,IA,14.0
05/23/21,ID,3.0
05/23/21,IL,145.0
05/23/21,IN,19.0
05/23/21,KS,20.0
05/23/21,KY,13.0
05/23/21,LA,12.0
05/23/21,MA,71.0
05/23/21,MD,27.0
05/23/21,ME,6.0
05/23/21,MI,89.0
05/23/21,MN,27.0
05/23/21,MO,23.0
05/23/21,MS,4.0
05/23/21,MT,5.0
05/23/21,NC,36.0
05/23/21,ND,4.0
05/23/21,NE,21.0
05/23/21,NH,2.0
05/23/21,NJ,104.0
05/23/21,NM,7.0
05/23/21,NV,15.0
05/23/21,NY,93.0
05/23/21,OH,91.0
05/23/21,OK,25.0
05/23/21,OR,19.0
05/23/21,PA,108.0
05/23/21,PR,0.0
05/23/21,RI,2.0
05/23/21,SC,9.0
05/23/21,SD,5.0
05/23/21,TN,23.0
05/23/21,TX,73.0
05/23/21,UT,15.0
05/23/21,VA,19.0
05/23/21,VT,0.0
05/23/21,WA,26.0
05/23/21,WI,31.0
05/23/21,WV,6.0
05/23/21,WY,1.0
05/30/21,AK,0.0
05/30/21,AL,16.0
05/30/21,AR,15.0
05/30/21,AZ,12.0
05/30/21,CA,238.0
05/30/21,CO,14.0
05/30/21,CT,46.0
05/30/21,DC,1.0
05/30/21,DE,7.0
05/30/21,FL,72.0
05/30/21,GA,23.0
05/30/21,GU,0.0
05/30/21,HI,0.0
05/30/21,IA,23.0
05/30/21,ID,0.0
05/30/21,IL,100.0
05/30/21,IN,20.0
05/30/21,KS,21.0
05/30/21,KY,15.0
05/30/21,LA,6.0
05/30/21,MA,76.0
05/30/21,MD,42.0
05/30/21,ME,3.0
05/30/21,MI,100.0
05/30/21,MN,26.0
05/30/21,MO,21.0
05/30/21,MS,14.0
05/30/21,MT,3.0
05/30/21,NC,47.0
05/30/21,ND,2.0
05/30/21,NE,25.0
05/30/21,NH,3.0
05/30/21,NJ,93.0
05/30/21,NM,4.0
05/30/21,NV,12.0
05/30/21,NY,86.0
05/30/21,OH,79.0
05/30/21,OK,10.0
05/30/21,OR,26.0
05/30/21,PA,89.0
05/30/21,PR,0.0
05/30/21,RI,5.0
05/30/21,SC,5.0
05/30/21,SD,6.0
05/30/21,TN,25.0
05/30/21,TX,86.0
05/30/21,UT,18.0
05/30/21,VA,27.0
05/30/21,VT,2.0
05/30/21,WA,19.0
05/30/21,WI,24.0
05/30/21,WV,6.0
05/30/21,WY,4.0
06/06/21,AK,2.0
06/06/21,AL,8.0
06/06/21,AR,17.0
06/06/21,AZ,15.0
06/06/21,CA,214.0
06/06/21,CO,8.0
06/06/21,CT,37.0
06/06/21,DC,0.0
06/06/21,DE,1.0
06/06/21,FL,59.0
06/06/21,GA,24.0
06/06/21,GU,0.0
06/06/21,HI,0.0
06/06/21,IA,19.0
06/06/21,ID,1.0
06/06/21,IL,64.0
06/06/21,IN,19.0
06/06/21,KS,18.0
06/06/21,KY,9.0
06/06/21,LA,4.0
06/06/21,MA,63.0
06/06/21,MD,37.0
06/06/21,ME,2.0
06/06/21,MI,45.0
06/06/21,MN,17.0
06/06/21,MO,24.0
06/06/21,MS,8.0
06/06/21,MT,12.0
06/06/21,NC,37.0
06/06/21,ND,3.0
06/06/21,NE,25.0
06/06/21,NH,2.0
06/06/21,NJ,65.0
06/06/21,NM,6.0
06/06/21,NV,4.0
06/06/21,NY,89.0
06/06/21,OH,85.0
06/06/21,OK,7.0
06/06/21,OR,18.0
06/06/21,PA,56.0
06/06/21,PR,0.0
06/06/21,RI,5.0
06/06/21,SC,7.0
06/06/21,SD,22.0
06/06/21,TN,44.0
06/06/21,TX,69.0
06/06/21,UT,8.0
06/06/21,VA,11.0
06/06/21,VT,0.0
06/06/21,WA,14.0
06/06/21,WI,17.0
06/06/21,WV,0.0
06/06/21,WY,2.0
06/13/21,AK,3.0
06/13/21,AL,18.0
06/13/21,AR,11.0
06/13/21,AZ,29.0
06/13/21,CA,228.0
06/13/21,CO,22.0
06/13/21,CT,36.0
06/13/21,DC,0.0
06/13/21,DE,21.0
06/13/21,FL,70.0
06/13/21,GA,43.0
06/13/21,GU,0.0
06/13/21,HI,0.0
06/13/21,IA,23.0
06/13/21,ID,2.0
06/13/21,IL,94.0
06/13/21,IN,15.0
06/13/21,KS,24.0
06/13/21,KY,4.0
06/13/21,LA,8.0
06/13/21,MA,86.0
06/13/21,MD,27.0
06/13/21,ME,2.0
06/13/21,MI,59.0
06/13/21,MN,25.0
06/13/21,MO,27.0
06/13/21,MS,5.0
06/13/21,MT,7.0
06/13/21,NC,40.0
06/13/21,ND,7.0
06/13/21,NE,12.0
06/13/21,NH,3.0
06/13/21,NJ,47.0
06/13/21,NM,6.0
06/13/21,NV,3.0
06/13/21,NY,112.0
06/13/21,OH,68.0
06/13/21,OK,19.0
06/13/21,OR,24.0
06/13/21,PA,72.0
06/13/21,PR,0.0
06/13/21,RI,5.0
06/13/21,SC,6.0
06/13/21,SD,5.0
06/13/21,TN,12.0
06/13/21,TX,72.0
06/13/21,UT,5.0
06/13/21,VA,13.0
06/13/21,VT,0.0
06/13/21,WA,17.0
06/13/21,WI,26.0
06/13/21,WV,6.0
06/13/21,WY,1.0
06/20/21,AK,3.0
06/20/21,AL,21.0
06/20/21,AR,12.0
06/20/21,AZ,10.0
06/20/21,CA,219.0
06/20/21,CO,11.0
06/20/21,CT,38.0
06/20/21,DC,1.0
06/20/21,DE,0.0
06/20/21,FL,46.0
06/20/21,GA,38.0
06/20/21,GU,0.0
06/20/21,HI,0.0
06/20/21,IA,21.0
06/20/21,ID,2.0
06/20/21,IL,71.0
06/20/21,IN,11.0
06/20/21,KS,24.0
06/20/21,KY,11.0
06/20/21,LA,9.0
06/20/21,MA,62.0
06/20/21,MD,28.0
06/20/21,ME,1.0
06/20/21,MI,36.0
06/20/21,MN,42.0
06/20/21,MO,64.0
06/20/21,MS,6.0
06/20/21,MT,5.0
06/20/21,NC,21.0
06/20/21,ND,8.0
06/20/21,NE,17.0
06/20/21,NH,6.0
06/20/21,NJ,48.0
06/20/21,NM,8.0
06/20/21,NV,35.0
06/20/21,NY,89.0
06/20/21,OH,65.0
06/20/21,OK,11.0
06/20/21,OR,20.0
06/20/21,PA,42.0
06/20/21,PR,0.0
06/20/21,RI,6.0
06/20/21,SC,4.0
06/20/21,SD,1.0
06/20/21,TN,30.0
06/20/21,TX,63.0
06/20/21,UT,10.0
06/20/21,VA,14.0
06/20/21,VT,0.0
06/20/21,WA,9.0
06/20/21,WI,19.0
06/20/21,WV,5.0
06/20/21,WY,1.0
06/27/21,AK,9.0
06/27/21,AL,6.0
06/27/21,AR,12.0
06/27/21,AZ,22.0
06/27/21,CA,256.0
06/27/21,CO,19.0
06/27/21,CT,43.0
06/27/21,DC,3.0
06/27/21,DE,0.0
06/27/21,FL,46.0
06/27/21,GA,15.0
06/27/21,GU,0.0
06/27/21,HI,0.0
06/27/21,IA,16.0
06/27/21,ID,3.0
06/27/21,IL,48.0
06/27/21,IN,9.0
06/27/21,KS,19.0
06/27/21,KY,15.0
06/27/21,LA,6.0
06/27/21,MA,81.0
06/27/21,MD,15.0
06/27/21,ME,4.0
06/27/21,MI,15.0
06/27/21,MN,20.0
06/27/21,MO,43.0
06/27/21,MS,14.0
06/27/21,MT,8.0
06/27/21,NC,31.0
06/27/21,ND,7.0
06/27/21,NE,14.0
06/27/21,NH,7.0
06/27/21,NJ,43.0
06/27/21,NM,7.0
06/27/21,NV,11.0
06/27/21,NY,47.0
06/27/21,OH,53.0
06/27/21,OK,15.0
06/27/21,OR,24.0
06/27/21,PA,33.0
06/27/21,PR,0.0
06/27/21,RI,7.0
06/27/21,SC,5.0
06/27/21,SD,8.0
06/27/21,TN,11.0
06/27/21,TX,93.0
06/27/21,UT,13.0
06/27/21,VA,12.0
06/27/21,VT,0.0
06/27/21,WA,19.0
06/27/21,WI,28.0
06/27/21,WV,2.0
06/27/21,WY,1.0
07/04/21,AK,2.0
07/04/21,AL,18.0
07/04/21,AR,8.0
07/04/21,AZ,25.0
07/04/21,CA,150.0
07/04/21,CO,21.0
07/04/21,CT,22.0
07/04/21,DC,2.0
07/04/21,DE,1.0
07/04/21,FL,86.0
07/04/21,GA,27.0
07/04/21,GU,0.0
07/04/21,HI,0.0
07/04/21,IA,18.0
07/04/21,ID,1.0
07/04/21,IL,43.0
07/04/21,IN,10.0
07/04/21,KS,23.0
07/04/21,KY,12.0
07/04/21,LA,9.0
07/04/21,MA,95.0
07/04/21,MD,18.0
07/04/21,ME,0.0
07/04/21,MI,19.0
07/04/21,MN,17.0
07/04/21,MO,46.0
07/04/21,MS,6.0
07/04/21,MT,6.0
07/04/21,NC,39.0
07/04/21,ND,7.0
07/04/21,NE,12.0
07/04/21,NH,3.0
07/04/21,NJ,44.0
07/04/21,NM,2.0
07/04/21,NV,3.0
07/04/21,NY,44.0
07/04/21,OH,53.0
07/04/21,OK,22.0
07/04/21,OR,34.0
07/04/21,PA,33.0
07/04/21,PR,0.0
07/04/21,RI,5.0
07/04/21,SC,5.0
07/04/21,SD,6.0
07/04/21,TN,13.0
07/04/21,TX,71.0
07/04/21,UT,14.0
07/04/21,VA,6.0
07/04/21,VT,1.0
07/04/21,WA,8.0
07/04/21,WI,16.0
07/04/21,WV,1.0
07/04/21,WY,2.0
07/11/21,AK,2.0
07/11/21,AL,12.0
07/11/21,AR,19.0
07/11/21,AZ,17.0
07/11/21,CA,177.0
07/11/21,CO,28.0
07/11/21,CT,18.0
07/11/21,DC,2.0
07/11/21,DE,0.0
07/11/21,FL,69.0
07/11/21,GA,21.0
07/11/21,GU,0.0
07/11/21,HI,0.0
07/11/21,IA,16.0
07/11/21,ID,3.0
07/11/21,IL,32.0
07/11/21,IN,7.0
07/11/21,KS,17.0
07/11/21,KY,13.0
07/11/21,LA,3.0
07/11/21,MA,70.0
07/11/21,MD,15.0
07/11/21,ME,3.0
07/11/21,MI,39.0
07/11/21,MN,29.0
07/11/21,MO,22.0
07/11/21,MS,12.0
07/11/21,MT,5.0
07/11/21,NC,27.0
07/11/21,ND,9.0
07/11/21,NE,11.0
07/11/21,NH,3.0
07/11/21,NJ,64.0
07/11/21,NM,6.0
07/11/21,NV,9.0
07/11/21,NY,44.0
07/11/21,OH,40.0
07/11/21,OK,5.0
07/11/21,OR,16.0
07/11/21,PA,44.0
07/11/21,PR,0.0
07/11/21,RI,6.0
07/11/21,SC,3.0
07/11/21,SD,2.0
07/11/21,TN,16.0
07/11/21,TX,73.0
07/11/21,UT,17.0
07/11/21,VA,19.0
07/11/21,VT,0.0
07/11/21,WA,20.0
07/11/21,WI,21.0
07/11/21,WV,4.0
07/11/21,WY,2.0
07/18/21,AK,0.0
07/18/21,AL,15.0
07/18/21,AR,26.0
07/18/21,AZ,22.0
07/18/21,CA,216.0
07/18/21,CO,9.0
07/18/21,CT,29.0
07/18/21,DC,2.0
07/18/21,DE,2.0
07/18/21,FL,77.0
07/18/21,GA,17.0
07/18/21,GU,0.0
07/18/21,HI,0.0
07/18/21,IA,20.0
07/18/21,ID,2.0
07/18/21,IL,26.0
07/18/21,IN,2.0
07/18/21,KS,23.0
07/18/21,KY,16.0
07/18/21,LA,7.0
07/18/21,MA,73.0
07/18/21,MD,12.0
07/18/21,ME,3.0
07/18/21,MI,35.0
07/18/21,MN,25.0
07/18/21,MO,47.0
07/18/21,MS,12.0
07/18/21,MT,6.0
07/18/21,NC,33.0
07/18/21,ND,6.0
07/18/21,NE,9.0
07/18/21,NH,4.0
07/18/21,NJ,35.0
07/18/21,NM,4.0
07/18/21,NV,15.0
07/18/21,NY,26.0
07/18/21,OH,46.0
07/18/21,OK,25.0
07/18/21,OR,11.0
07/18/21,PA,17.0
07/18/21,PR,0.0
07/18/21,RI,1.0
07/18/21,SC,5.0
07/18/21,SD,3.0
07/18/21,TN,16.0
07/18/21,TX,77.0
07/18/21,UT,10.0
07/18/21,VA,15.0
07/18/21,VT,0.0
07/18/21,WA,15.0
07/18/21,WI,21.0
07/18/21,WV,0.0
07/18/21,WY,1.0
07/25/21,AK,1.0
07/25/21,AL,15.0
07/25/21,AR,26.0
07/25/21,AZ,10.0
07/25/21,CA,196.0
07/25/21,CO,14.0
07/25/21,CT,29.0
07/25/21,DC,0.0
07/25/21,DE,4.0
07/25/21,FL,152.0
07/25/21,GA,18.0
07/25/21,GU,0.0
07/25/21,HI,0.0
07/25/21,IA,15.0
07/25/21,ID,1.0
07/25/21,IL,26.0
07/25/21,IN,9.0
07/25/21,KS,18.0
07/25/21,KY,31.0
07/25/21,LA,17.0
07/25/21,MA,52.0
07/25/21,MD,12.0
07/25/21,ME,5.0
07/25/21,MI,33.0
07/25/21,MN,22.0
07/25/21,MO,44.0
07/25/21,MS,6.0
07/25/21,MT,7.0
07/25/21,NC,32.0
07/25/21,ND,2.0
07/25/21,NE,12.0
07/25/21,NH,25.0
07/25/21,NJ,33.0
07/25/21,NM,5.0
07/25/21,NV,12.0
07/25/21,NY,38.0
07/25/21,OH,56.0
07/25/21,OK,33.0
07/25/21,OR,18.0
07/25/21,PA,22.0
07/25/21,PR,0.0
07/25/21,RI,1.0
07/25/21,SC,3.0
07/25/21,SD,4.0
07/25/21,TN,18.0
07/25/21,TX,107.0
07/25/21,UT,9.0
07/25/21,VA,24.0
07/25/21,VT,0.0
07/25/21,WA,6.0
07/25/21,WI,20.0
07/25/21,WV,3.0
07/25/21,WY,2.0
08/01/21,AK,2.0
08/01/21,AL,23.0
08/01/21,AR,33.0
08/01/21,AZ,39.0
08/01/21,CA,221.0
08/01/21,CO,22.0
08/01/21,CT,25.0
08/01/21,DC,0.0
08/01/21,DE,2.0
08/01/21,FL,302.0
08/01/21,GA,30.0
08/01/21,GU,0.0
08/01/21,HI,0.0
08/01/21,IA,20.0
08/01/21,ID,6.0
08/01/21,IL,75.0
08/01/21,IN,18.0
08/01/21,KS,17.0
08/01/21,KY,27.0
08/01/21,LA,25.0
08/01/21,MA,82.0
08/01/21,MD,2.0
08/01/21,ME,2.0
08/01/21,MI,16.0
08/01/21,MN,24.0
08/01/21,MO,47.0
08/01/21,MS,14.0
08/01/21,MT,4.0
08/01/21,NC,29.0
08/01/21,ND,5.0
08/01/21,NE,15.0
08/01/21,NH,1.0
08/01/21,NJ,61.0
08/01/21,NM,8.0
08/01/21,NV,34.0
08/01/21,NY,33.0
08/01/21,OH,60.0
08/01/21,OK,48.0
08/01/21,OR,19.0
08/01/21,PA,18.0
08/01/21,PR,0.0
08/01/21,RI,3.0
08/01/21,SC,1.0
08/01/21,SD,4.0
08/01/21,TN,20.0
08/01/21,TX,199.0
08/01/21,UT,17.0
08/01/21,VA,11.0
08/01/21,VT,1.0
08/01/21,WA,12.0
08/01/21,WI,5.0
08/01/21,WV,4.0
08/01/21,WY,1.0
08/08/21,AK,2.0
08/08/21,AL,28.0
08/08/21,AR,36.0
08/08/21,AZ,53.0
08/08/21,CA,314.0
08/08/21,CO,13.0
08/08/21,CT,33.0
08/08/21,DC,0.0
08/08/21,DE,2.0
08/08/21,FL,467.0
08/08/21,GA,36.0
08/08/21,GU,0.0
08/08/21,HI,2.0
08/08/21,IA,29.0
08/08/21,ID,2.0
08/08/21,IL,48.0
08/08/21,IN,15.0
08/08/21,KS,24.0
08/08/21,KY,31.0
08/08/21,LA,48.0
08/08/21,MA,89.0
08/08/21,MD,3.0
08/08/21,ME,0.0
08/08/21,MI,38.0
08/08/21,MN,26.0
08/08/21,MO,54.0
08/08/21,MS,11.0
08/08/21,MT,5.0
08/08/21,NC,56.0
08/08/21,ND,1.0
08/08/21,NE,21.0
08/08/21,NH,1.0
08/08/21,NJ,57.0
08/08/21,NM,7.0
08/08/21,NV,29.0
08/08/21,NY,26.0
08/08/21,OH,58.0
08/08/21,OK,37.0
08/08/21,OR,114.0
08/08/21,PA,14.0
08/08/21,PR,0.0
08/08/21,RI,1.0
08/08/21,SC,17.0
08/08/21,SD,3.0
08/08/21,TN,32.0
08/08/21,TX,266.0
08/08/21,UT,16.0
08/08/21,VA,30.0
08/08/21,VT,0.0
08/08/21,WA,6.0
08/08/21,WI,30.0
08/08/21,WV,3.0
08/08/21,WY,0.0
08/15/21,AK,3.0
08/15/21,AL,47.0
08/15/21,AR,46.0
08/15/21,AZ,78.0
08/15/21,CA,347.0
08/15/21,CO,21.0
08/15/21,CT,36.0
08/15/21,DC,0.0
08/15/21,DE,1.0
08/15/21,FL,564.0
08/15/21,GA,49.0
08/15/21,GU,0.0
08/15/21,HI,0.0
08/15/21,IA,16.0
08/15/21,ID,6.0
08/15/21,IL,54.0
08/15/21,IN,24.0
08/15/21,KS,34.0
08/15/21,KY,38.0
08/15/21,LA,51.0
08/15/21,MA,90.0
08/15/21,MD,10.0
08/15/21,ME,4.0
08/15/21,MI,24.0
08/15/21,MN,31.0
08/15/21,MO,54.0
08/15/21,MS,23.0
08/15/21,MT,3.0
08/15/21,NC,63.0
08/15/21,ND,0.0
08/15/21,NE,20.0
08/15/21,NH,2.0
08/15/21,NJ,72.0
08/15/21,NM,4.0
08/15/21,NV,21.0
08/15/21,NY,34.0
08/15/21,OH,84.0
08/15/21,OK,43.0
08/15/21,OR,32.0
08/15/21,PA,49.0
08/15/21,PR,0.0
08/15/21,RI,13.0
08/15/21,SC,31.0
08/15/21,SD,6.0
08/15/21,TN,74.0
08/15/21,TX,355.0
08/15/21,UT,12.0
08/15/21,VA,21.0
08/15/21,VT,0.0
08/15/21,WA,8.0
08/15/21,WI,39.0
08/15/21,WV,4.0
08/15/21,WY,0.0
08/22/21,AK,0.0
08/22/21,AL,57.0
08/22/21,AR,34.0
08/22/21,AZ,71.0
08/22/21,CA,363.0
08/22/21,CO,14.0
08/22/21,CT,57.0
08/22/21,DC,1.0
08/22/21,DE,0.0
08/22/21,FL,687.0
08/22/21,GA,82.0
08/22/21,GU,0.0
08/22/21,HI,0.0
08/22/21,IA,38.0
08/22/21,ID,6.0
08/22/21,IL,56.0
08/22/21,IN,42.0
08/22/21,KS,34.0
08/22/21,KY,43.0
08/22/21,LA,58.0
08/22/21,MA,65.0
08/22/21,MD,10.0
08/22/21,ME,8.0
08/22/21,MI,34.0
08/22/21,MN,22.0
08/22/21,MO,61.0
08/22/21,MS,16.0
08/22/21,MT,6.0
08/22/21,NC,82.0
08/22/21,ND,7.0
08/22/21,NE,24.0
08/22/21,NH,3.0
08/22/21,NJ,84.0
08/22/21,NM,6.0
08/22/21,NV,21.0
08/22/21,NY,79.0
08/22/21,OH,135.0
08/22/21,OK,58.0
08/22/21,OR,46.0
08/22/21,PA,41.0
08/22/21,PR,0.0
08/22/21,RI,3.0
08/22/21,SC,56.0
08/22/21,SD,9.0
08/22/21,TN,104.0
08/22/21,TX,413.0
08/22/21,UT,20.0
08/22/21,VA,32.0
08/22/21,VT,0.0
08/22/21,WA,14.0
08/22/21,WI,27.0
08/22/21,WV,7.0
08/22/21,WY,1.0
08/29/21,AK,0.0
08/29/21,AL,53.0
08/29/21,AR,39.0
08/29/21,AZ,81.0
08/29/21,CA,350.0
08/29/21,CO,18.0
08/29/21,CT,85.0
08/29/21,DC,0.0
08/29/21,DE,5.0
08/29/21,FL,641.0
08/29/21,GA,65.0
08/29/21,GU,0.0
08/29/21,HI,8.0
08/29/21,IA,25.0
08/29/21,ID,7.0
08/29/21,IL,57.0
08/29/21,IN,37.0
08/29/21,KS,34.0
08/29/21,KY,54.0
08/29/21,LA,57.0
08/29/21,MA,81.0
08/29/21,MD,3.0
08/29/21,ME,0.0
08/29/21,MI,42.0
08/29/21,MN,17.0
08/29/21,MO,44.0
08/29/21,MS,29.0
08/29/21,MT,2.0
08/29/21,NC,100.0
08/29/21,ND,2.0
08/29/21,NE,19.0
08/29/21,NH,1.0
08/29/21,NJ,80.0
08/29/21,NM,7.0
08/29/21,NV,24.0
08/29/21,NY,73.0
08/29/21,OH,151.0
08/29/21,OK,104.0
08/29/21,OR,46.0
08/29/21,PA,39.0
08/29/21,PR,0.0
08/29/21,RI,3.0
08/29/21,SC,34.0
08/29/21,SD,8.0
08/29/21,TN,91.0
08/29/21,TX,452.0
08/29/21,UT,22.0
08/29/21,VA,37.0
08/29/21,VT,1.0
08/29/21,WA,32.0
08/29/21,WI,18.0
08/29/21,WV,7.0
08/29/21,WY,2.0
09/05/21,AK,1.0
09/05/21,AL,56.0
09/05/21,AR,30.0
09/05/21,AZ,94.0
09/05/21,CA,346.0
09/05/21,CO,23.0
09/05/21,CT,85.0
09/05/21,DC,0.0
09/05/21,DE,5.0
09/05/21,FL,685.0
09/05/21,GA,92.0
09/05/21,GU,0.0
09/05/21,HI,1.0
09/05/21,IA,26.0
09/05/21,ID,7.0
09/05/21,IL,83.0
09/05/21,IN,54.0
09/05/21,KS,30.0
09/05/21,KY,84.0
09/05/21,LA,27.0
09/05/21,MA,93.0
09/05/21,MD,11.0
09/05/21,ME,1.0
09/05/21,MI,40.0
09/05/21,MN,17.0
09/05/21,MO,54.0
09/05/21,MS,24.0
09/05/21,MT,3.0
09/05/21,NC,108.0
09/05/21,ND,2.0
09/05/21,NE,4.0
09/05/21,NH,0.0
09/05/21,NJ,97.0
09/05/21,NM,12.0
09/05/21,NV,11.0
09/05/21,NY,70.0
09/05/21,OH,129.0
09/05/21,OK,65.0
09/05/21,OR,165.0
09/05/21,PA,76.0
09/05/21,PR,0.0
09/05/21,RI,0.0
09/05/21,SC,47.0
09/05/21,SD,9.0
09/05/21,TN,118.0
09/05/21,TX,532.0
09/05/21,UT,37.0
09/05/21,VA,47.0
09/05/21,VT,1.0
09/05/21,WA,9.0
09/05/21,WI,29.0
09/05/21,WV,12.0
09/05/21,WY,4.0
09/12/21,AK,1.0
09/12/21,AL,54.0
09/12/21,AR,26.0
09/12/21,AZ,67.0
09/12/21,CA,343.0
09/12/21,CO,35.0
09/12/21,CT,58.0
09/12/21,DC,0.0
09/12/21,DE,11.0
09/12/21,FL,530.0
09/12/21,GA,91.0
09/12/21,GU,0.0
09/12/21,HI,1.0
09/12/21,IA,18.0
09/12/21,ID,8.0
09/12/21,IL,99.0
09/12/21,IN,74.0
09/12/21,KS,34.0
09/12/21,KY,59.0
09/12/21,LA,31.0
09/12/21,MA,96.0
09/12/21,MD,7.0
09/12/21,ME,3.0
09/12/21,MI,47.0
09/12/21,MN,29.0
09/12/21,MO,31.0
09/12/21,MS,28.0
09/12/21,MT,18.0
09/12/21,NC,106.0
09/12/21,ND,0.0
09/12/21,NE,7.0
09/12/21,NH,1.0
09/12/21,NJ,95.0
09/12/21,NM,24.0
09/12/21,NV,19.0
09/12/21,NY,67.0
09/12/21,OH,173.0
09/12/21,OK,69.0
09/12/21,OR,83.0
09/12/21,PA,71.0
09/12/21,PR,0.0
09/12/21,RI,5.0
09/12/21,SC,51.0
09/12/21,SD,4.0
09/12/21,TN,104.0
09/12/21,TX,435.0
09/12/21,UT,26.0
09/12/21,VA,57.0
09/12/21,VT,2.0
09/12/21,WA,8.0
09/12/21,WI,27.0
09/12/21,WV,9.0
09/12/21,WY,1.0
09/19/21,AK,0.0
09/19/21,AL,39.0
09/19/21,AR,27.0
09/19/21,AZ,86.0
09/19/21,CA,302.0
09/19/21,CO,25.0
09/19/21,CT,46.0
09/19/21,DC,1.0
09/19/21,DE,0.0
09/19/21,FL,489.0
09/19/21,GA,84.0
09/19/21,GU,0.0
09/19/21,HI,2.0
09/19/21,IA,19.0
09/19/21,ID,6.0
09/19/21,IL,58.0
09/19/21,IN,90.0
09/19/21,KS,44.0
09/19/21,KY,69.0
09/19/21,LA,24.0
09/19/21,MA,106.0
09/19/21,MD,19.0
09/19/21,ME,1.0
09/19/21,MI,59.0
09/19/21,MN,21.0
09/19/21,MO,47.0
09/19/21,MS,17.0
09/19/21,MT,5.0
09/19/21,NC,113.0
09/19/21,ND,0.0
09/19/21,NE,21.0
09/19/21,NH,3.0
09/19/21,NJ,101.0
09/19/21,NM,21.0
09/19/21,NV,16.0
09/19/21,NY,63.0
09/19/21,OH,221.0
09/19/21,OK,62.0
09/19/21,OR,59.0
09/19/21,PA,77.0
09/19/21,PR,0.0
09/19/21,RI,5.0
09/19/21,SC,60.0
09/19/21,SD,1.0
09/19/21,TN,124.0
09/19/21,TX,422.0
09/19/21,UT,35.0
09/19/21,VA,63.0
09/19/21,VT,2.0
09/19/21,WA,20.0
09/19/21,WI,19.0
09/19/21,WV,15.0
09/19/21,WY,23.0
09/26/21,AK,0.0
09/26/21,AL,54.0
09/26/21,AR,29.0
09/26/21,AZ,93.0
09/26/21,CA,244.0
09/26/21,CO,22.0
09/26/21,CT,52.0
09/26/21,DC,0.0
09/26/21,DE,3.0
09/26/21,FL,403.0
09/26/21,GA,82.0
09/26/21,GU,0.0
09/26/21,HI,3.0
09/26/21,IA,22.0
09/26/21,ID,4.0
09/26/21,IL,71.0
09/26/21,IN,60.0
09/26/21,KS,41.0
09/26/21,KY,69.0
09/26/21,LA,21.0
09/26/21,MA,84.0
09/26/21,MD,15.0
09/26/21,ME,3.0
09/26/21,MI,57.0
09/26/21,MN,27.0
09/26/21,MO,32.0
09/26/21,MS,17.0
09/26/21,MT,8.0
09/26/21,NC,110.0
09/26/21,ND,2.0
09/26/21,NE,18.0
09/26/21,NH,5.0
09/26/21,NJ,126.0
09/26/21,NM,21.0
09/26/21,NV,26.0
09/26/21,NY,86.0
09/26/21,OH,241.0
09/26/21,OK,40.0
09/26/21,OR,61.0
09/26/21,PA,84.0
09/26/21,PR,0.0
09/26/21,RI,3.0
09/26/21,SC,69.0
09/26/21,SD,3.0
09/26/21,TN,95.0
09/26/21,TX,377.0
09/26/21,UT,30.0
09/26/21,VA,58.0
09/26/21,VT,1.0
09/26/21,WA,17.0
09/26/21,WI,22.0
09/26/21,WV,8.0
09/26/21,WY,8.0
10/03/21,AK,0.0
10/03/21,AL,58.0
10/03/21,AR,20.0
10/03/21,AZ,103.0
10/03/21,CA,253.0
10/03/21,CO,25.0
10/03/21,CT,31.0
10/03/21,DC,0.0
10/03/21,DE,1.0
10/03/21,FL,302.0
10/03/21,GA,51.0
10/03/21,GU,0.0
10/03/21,HI,0.0
10/03/21,IA,30.0
10/03/21,ID,4.0
10/03/21,IL,68.0
10/03/21,IN,75.0
10/03/21,KS,20.0
10/03/21,KY,66.0
10/03/21,LA,9.0
10/03/21,MA,94.0
10/03/21,MD,8.0
10/03/21,ME,6.0
10/03/21,MI,81.0
10/03/21,MN,25.0
10/03/21,MO,33.0
10/03/21,MS,8.0
10/03/21,MT,3.0
10/03/21,NC,98.0
10/03/21,ND,2.0
10/03/21,NE,18.0
10/03/21,NH,0.0
10/03/21,NJ,84.0
10/03/21,NM,18.0
10/03/21,NV,22.0
10/03/21,NY,61.0
10/03/21,OH,241.0
10/03/21,OK,52.0
10/03/21,OR,55.0
10/03/21,PA,87.0
10/03/21,PR,0.0
10/03/21,RI,10.0
10/03/21,SC,58.0
10/03/21,SD,6.0
10/03/21,TN,92.0
10/03/21,TX,322.0
10/03/21,UT,30.0
10/03/21,VA,65.0
10/03/21,VT,0.0
10/03/21,WA,35.0
10/03/21,WI,23.0
10/03/21,WV,9.0
10/03/21,WY,4.0
10/10/21,AK,1.0
10/10/21,AL,69.0
10/10/21,AR,21.0
10/10/21,AZ,77.0
10/10/21,CA,255.0
10/10/21,CO,29.0
10/10/21,CT,44.0
10/10/21,DC,0.0
10/10/21,DE,4.0
10/10/21,FL,215.0
10/10/21,GA,68.0
10/10/21,GU,0.0
10/10/21,HI,0.0
10/10/21,IA,20.0
